"V1" "V2"
"129" -36.9378221735089 -77.9781847254617
"130" -37.4378221735089 -78.8442101292462
"131" -37.9378221735089 -79.7102355330306
"132" -38.4378221735089 -80.576260936815
"133" -38.9378221735089 -81.4422863405995
"134" -39.4378221735089 -82.3083117443839
"135" -39.9378221735089 -83.1743371481684
"136" -40.4378221735089 -84.0403625519528
"137" -40.9378221735089 -84.9063879557372
"138" -41.4378221735089 -85.7724133595217
"139" -41.9378221735089 -86.6384387633061
"140" -42.4378221735089 -87.5044641670906
"141" -42.9378221735089 -88.370489570875
"142" -43.4378221735089 -89.2365149746594
"143" -43.9378221735089 -90.1025403784439
"144" -28.5717967697245 -65.4878036686952
"145" -29.0717967697245 -66.3538290724796
"146" -29.5717967697245 -67.219854476264
"147" -30.0717967697245 -68.0858798800485
"148" -30.5717967697245 -68.9519052838329
"149" -31.0717967697245 -69.8179306876173
"150" -31.5717967697245 -70.6839560914018
"151" -32.0717967697245 -71.5499814951862
"152" -32.5717967697245 -72.4160068989707
"153" -33.0717967697245 -73.2820323027551
"154" -33.5717967697245 -74.1480577065395
"155" -34.0717967697245 -75.014083110324
"156" -34.5717967697245 -75.8801085141084
"157" -35.0717967697245 -76.7461339178928
"158" -35.5717967697245 -77.6121593216773
"159" -36.0717967697245 -78.4781847254617
"160" -36.5717967697245 -79.3442101292462
"161" -37.0717967697245 -80.2102355330306
"162" -37.5717967697245 -81.076260936815
"163" -38.0717967697245 -81.9422863405995
"164" -38.5717967697245 -82.8083117443839
"165" -39.0717967697245 -83.6743371481684
"166" -39.5717967697245 -84.5403625519528
"167" -40.0717967697245 -85.4063879557372
"168" -40.5717967697245 -86.2724133595217
"169" -41.0717967697245 -87.1384387633061
"170" -41.5717967697245 -88.0044641670906
"171" -42.0717967697245 -88.870489570875
"172" -42.5717967697245 -89.7365149746594
"173" -43.0717967697245 -90.6025403784439
"174" -43.5717967697245 -91.4685657822283
"175" -27.20577136594 -65.1217782649107
"176" -27.70577136594 -65.9878036686952
"177" -28.20577136594 -66.8538290724796
"178" -28.70577136594 -67.719854476264
"179" -29.20577136594 -68.5858798800485
"180" -29.70577136594 -69.4519052838329
"181" -30.20577136594 -70.3179306876173
"182" -30.70577136594 -71.1839560914018
"183" -31.20577136594 -72.0499814951862
"184" -31.70577136594 -72.9160068989707
"185" -32.20577136594 -73.7820323027551
"186" -32.70577136594 -74.6480577065395
"187" -33.20577136594 -75.514083110324
"188" -33.70577136594 -76.3801085141084
"189" -34.20577136594 -77.2461339178928
"190" -34.70577136594 -78.1121593216773
"191" -35.20577136594 -78.9781847254617
"192" -35.70577136594 -79.8442101292462
"193" -36.20577136594 -80.7102355330306
"194" -36.70577136594 -81.576260936815
"195" -37.20577136594 -82.4422863405995
"196" -37.70577136594 -83.3083117443839
"197" -38.20577136594 -84.1743371481684
"198" -38.70577136594 -85.0403625519528
"199" -39.20577136594 -85.9063879557372
"200" -39.70577136594 -86.7724133595217
"201" -40.20577136594 -87.6384387633061
"202" -40.70577136594 -88.5044641670906
"203" -41.20577136594 -89.370489570875
"204" -41.70577136594 -90.2365149746594
"205" -42.20577136594 -91.1025403784439
"206" -42.70577136594 -91.9685657822283
"207" -25.8397459621556 -64.7557528611263
"208" -26.3397459621556 -65.6217782649107
"209" -26.8397459621556 -66.4878036686952
"210" -27.3397459621556 -67.3538290724796
"211" -27.8397459621556 -68.219854476264
"212" -28.3397459621556 -69.0858798800485
"213" -28.8397459621556 -69.9519052838329
"214" -29.3397459621556 -70.8179306876173
"215" -29.8397459621556 -71.6839560914018
"216" -30.3397459621556 -72.5499814951862
"217" -30.8397459621556 -73.4160068989707
"218" -31.3397459621556 -74.2820323027551
"219" -31.8397459621556 -75.1480577065395
"220" -32.3397459621556 -76.014083110324
"221" -32.8397459621556 -76.8801085141084
"222" -33.3397459621556 -77.7461339178928
"223" -33.8397459621556 -78.6121593216773
"224" -34.3397459621556 -79.4781847254617
"225" -34.8397459621556 -80.3442101292462
"226" -35.3397459621556 -81.2102355330306
"227" -35.8397459621556 -82.076260936815
"228" -36.3397459621556 -82.9422863405995
"229" -36.8397459621556 -83.8083117443839
"230" -37.3397459621556 -84.6743371481684
"231" -37.8397459621556 -85.5403625519528
"232" -38.3397459621556 -86.4063879557372
"233" -38.8397459621556 -87.2724133595217
"234" -39.3397459621556 -88.1384387633061
"235" -39.8397459621556 -89.0044641670906
"236" -40.3397459621556 -89.870489570875
"237" -40.8397459621556 -90.7365149746594
"238" -41.3397459621556 -91.6025403784439
"239" -41.8397459621556 -92.4685657822283
"240" -42.3397459621556 -93.3345911860127
"241" -84.3397459621556 -166.080725103906
"242" -84.8397459621556 -166.94675050769
"243" -85.3397459621556 -167.812775911474
"244" -85.8397459621556 -168.678801315259
"245" -86.3397459621556 -169.544826719043
"246" -86.8397459621556 -170.410852122828
"247" -87.3397459621556 -171.276877526612
"248" -87.8397459621556 -172.142902930397
"249" -88.3397459621556 -173.008928334181
"250" -88.8397459621556 -173.874953737966
"251" -89.3397459621556 -174.74097914175
"252" -89.8397459621556 -175.607004545534
"253" -24.4737205583712 -64.3897274573418
"254" -24.9737205583712 -65.2557528611263
"255" -25.4737205583712 -66.1217782649107
"256" -25.9737205583712 -66.9878036686952
"257" -26.4737205583712 -67.8538290724796
"258" -26.9737205583712 -68.719854476264
"259" -27.4737205583712 -69.5858798800485
"260" -27.9737205583712 -70.4519052838329
"261" -28.4737205583712 -71.3179306876173
"262" -28.9737205583712 -72.1839560914018
"263" -29.4737205583712 -73.0499814951862
"264" -29.9737205583712 -73.9160068989707
"265" -30.4737205583712 -74.7820323027551
"266" -30.9737205583712 -75.6480577065395
"267" -31.4737205583712 -76.514083110324
"268" -31.9737205583712 -77.3801085141084
"269" -32.4737205583712 -78.2461339178928
"270" -32.9737205583712 -79.1121593216773
"271" -33.4737205583712 -79.9781847254617
"272" -33.9737205583712 -80.8442101292462
"273" -34.4737205583712 -81.7102355330306
"274" -34.9737205583712 -82.576260936815
"275" -35.4737205583712 -83.4422863405995
"276" -35.9737205583712 -84.3083117443839
"277" -36.4737205583712 -85.1743371481684
"278" -36.9737205583712 -86.0403625519528
"279" -37.4737205583712 -86.9063879557372
"280" -37.9737205583712 -87.7724133595217
"281" -38.4737205583712 -88.6384387633061
"282" -38.9737205583712 -89.5044641670906
"283" -39.4737205583712 -90.370489570875
"284" -39.9737205583712 -91.2365149746594
"285" -40.4737205583712 -92.1025403784439
"286" -40.9737205583712 -92.9685657822283
"287" -41.4737205583712 -93.8345911860127
"288" -81.4737205583712 -163.116623488768
"289" -81.9737205583712 -163.982648892552
"290" -82.4737205583712 -164.848674296337
"291" -82.9737205583712 -165.714699700121
"292" -83.4737205583712 -166.580725103906
"293" -83.9737205583712 -167.44675050769
"294" -84.4737205583712 -168.312775911474
"295" -84.9737205583712 -169.178801315259
"296" -85.4737205583712 -170.044826719043
"297" -85.9737205583712 -170.910852122828
"298" -86.4737205583712 -171.776877526612
"299" -86.9737205583712 -172.642902930397
"300" -87.4737205583712 -173.508928334181
"301" -87.9737205583712 -174.374953737966
"302" -88.4737205583712 -175.24097914175
"303" -88.9737205583712 -176.107004545534
"304" -89.4737205583712 -176.973029949319
"305" -23.6076951545867 -64.8897274573418
"306" -24.1076951545867 -65.7557528611263
"307" -24.6076951545867 -66.6217782649107
"308" -25.1076951545867 -67.4878036686952
"309" -25.6076951545867 -68.3538290724796
"310" -26.1076951545867 -69.219854476264
"311" -26.6076951545867 -70.0858798800485
"312" -27.1076951545867 -70.9519052838329
"313" -27.6076951545867 -71.8179306876173
"314" -28.1076951545867 -72.6839560914018
"315" -28.6076951545867 -73.5499814951862
"316" -29.1076951545867 -74.4160068989707
"317" -29.6076951545867 -75.2820323027551
"318" -30.1076951545867 -76.1480577065395
"319" -30.6076951545867 -77.014083110324
"320" -31.1076951545867 -77.8801085141084
"321" -31.6076951545867 -78.7461339178928
"322" -32.1076951545867 -79.6121593216773
"323" -32.6076951545867 -80.4781847254617
"324" -33.1076951545867 -81.3442101292462
"325" -33.6076951545867 -82.2102355330306
"326" -34.1076951545867 -83.076260936815
"327" -34.6076951545867 -83.9422863405995
"328" -35.1076951545867 -84.8083117443839
"329" -35.6076951545867 -85.6743371481684
"330" -36.1076951545867 -86.5403625519528
"331" -36.6076951545867 -87.4063879557372
"332" -37.1076951545867 -88.2724133595217
"333" -37.6076951545867 -89.1384387633061
"334" -38.1076951545867 -90.0044641670906
"335" -38.6076951545867 -90.870489570875
"336" -39.1076951545867 -91.7365149746594
"337" -39.6076951545867 -92.6025403784439
"338" -40.1076951545867 -93.4685657822283
"339" -40.6076951545867 -94.3345911860127
"340" -79.1076951545867 -161.018547277415
"341" -79.6076951545867 -161.884572681199
"342" -80.1076951545867 -162.750598084983
"343" -80.6076951545867 -163.616623488768
"344" -81.1076951545867 -164.482648892552
"345" -81.6076951545867 -165.348674296337
"346" -82.1076951545867 -166.214699700121
"347" -82.6076951545867 -167.080725103906
"348" -83.1076951545867 -167.94675050769
"349" -83.6076951545867 -168.812775911474
"350" -84.1076951545867 -169.678801315259
"351" -84.6076951545867 -170.544826719043
"352" -85.1076951545867 -171.410852122828
"353" -85.6076951545867 -172.276877526612
"354" -86.1076951545867 -173.142902930397
"355" -86.6076951545867 -174.008928334181
"356" -87.1076951545867 -174.874953737966
"357" -87.6076951545867 -175.74097914175
"358" -88.1076951545867 -176.607004545534
"359" -88.6076951545867 -177.473029949319
"360" -89.1076951545867 -178.339055353103
"361" -22.2416697508023 -64.5237020535574
"362" -22.7416697508023 -65.3897274573418
"363" -23.2416697508023 -66.2557528611263
"364" -23.7416697508023 -67.1217782649107
"365" -24.2416697508023 -67.9878036686952
"366" -24.7416697508023 -68.8538290724796
"367" -25.2416697508023 -69.719854476264
"368" -25.7416697508023 -70.5858798800485
"369" -26.2416697508023 -71.4519052838329
"370" -26.7416697508023 -72.3179306876173
"371" -27.2416697508023 -73.1839560914018
"372" -27.7416697508023 -74.0499814951862
"373" -28.2416697508023 -74.9160068989707
"374" -28.7416697508023 -75.7820323027551
"375" -29.2416697508023 -76.6480577065395
"376" -29.7416697508023 -77.514083110324
"377" -30.2416697508023 -78.3801085141084
"378" -30.7416697508023 -79.2461339178928
"379" -31.2416697508023 -80.1121593216773
"380" -31.7416697508023 -80.9781847254617
"381" -32.2416697508023 -81.8442101292462
"382" -32.7416697508023 -82.7102355330306
"383" -33.2416697508023 -83.576260936815
"384" -33.7416697508023 -84.4422863405995
"385" -34.2416697508023 -85.3083117443839
"386" -34.7416697508023 -86.1743371481684
"387" -35.2416697508023 -87.0403625519528
"388" -35.7416697508023 -87.9063879557372
"389" -36.2416697508023 -88.7724133595217
"390" -36.7416697508023 -89.6384387633061
"391" -37.2416697508023 -90.5044641670906
"392" -37.7416697508023 -91.370489570875
"393" -38.2416697508023 -92.2365149746594
"394" -38.7416697508023 -93.1025403784439
"395" -39.2416697508023 -93.9685657822283
"396" -39.7416697508023 -94.8345911860127
"397" -40.2416697508023 -95.7006165897972
"398" -76.7416697508023 -158.920471066061
"399" -77.2416697508023 -159.786496469846
"400" -77.7416697508023 -160.65252187363
"401" -78.2416697508023 -161.518547277415
"402" -78.7416697508023 -162.384572681199
"403" -79.2416697508023 -163.250598084983
"404" -79.7416697508023 -164.116623488768
"405" -80.2416697508023 -164.982648892552
"406" -80.7416697508023 -165.848674296337
"407" -81.2416697508023 -166.714699700121
"408" -81.7416697508023 -167.580725103906
"409" -82.2416697508023 -168.44675050769
"410" -82.7416697508023 -169.312775911474
"411" -83.2416697508023 -170.178801315259
"412" -83.7416697508023 -171.044826719043
"413" -84.2416697508023 -171.910852122828
"414" -84.7416697508023 -172.776877526612
"415" -85.2416697508023 -173.642902930397
"416" -85.7416697508023 -174.508928334181
"417" -86.2416697508023 -175.374953737966
"418" -86.7416697508023 -176.24097914175
"419" -87.2416697508023 -177.107004545534
"420" -87.7416697508023 -177.973029949319
"421" -88.2416697508023 -178.839055353103
"422" -20.8756443470178 -64.157676649773
"423" -21.3756443470178 -65.0237020535574
"424" -21.8756443470178 -65.8897274573418
"425" -22.3756443470178 -66.7557528611263
"426" -22.8756443470178 -67.6217782649107
"427" -23.3756443470178 -68.4878036686952
"428" -23.8756443470178 -69.3538290724796
"429" -24.3756443470178 -70.219854476264
"430" -24.8756443470178 -71.0858798800485
"431" -25.3756443470178 -71.9519052838329
"432" -25.8756443470178 -72.8179306876173
"433" -26.3756443470178 -73.6839560914018
"434" -26.8756443470178 -74.5499814951862
"435" -27.3756443470178 -75.4160068989707
"436" -27.8756443470178 -76.2820323027551
"437" -28.3756443470178 -77.1480577065395
"438" -28.8756443470178 -78.014083110324
"439" -29.3756443470178 -78.8801085141084
"440" -29.8756443470178 -79.7461339178928
"441" -30.3756443470178 -80.6121593216773
"442" -30.8756443470178 -81.4781847254617
"443" -31.3756443470178 -82.3442101292462
"444" -31.8756443470178 -83.2102355330306
"445" -32.3756443470178 -84.076260936815
"446" -32.8756443470178 -84.9422863405995
"447" -33.3756443470178 -85.8083117443839
"448" -33.8756443470178 -86.6743371481684
"449" -34.3756443470178 -87.5403625519528
"450" -34.8756443470178 -88.4063879557372
"451" -35.3756443470178 -89.2724133595217
"452" -35.8756443470178 -90.1384387633061
"453" -36.3756443470178 -91.0044641670906
"454" -36.8756443470178 -91.870489570875
"455" -37.3756443470178 -92.7365149746594
"456" -37.8756443470178 -93.6025403784439
"457" -38.3756443470178 -94.4685657822283
"458" -38.8756443470178 -95.3345911860127
"459" -39.3756443470178 -96.2006165897972
"460" -74.8756443470178 -157.688420258492
"461" -75.3756443470178 -158.554445662277
"462" -75.8756443470178 -159.420471066061
"463" -76.3756443470178 -160.286496469846
"464" -76.8756443470178 -161.15252187363
"465" -77.3756443470178 -162.018547277415
"466" -77.8756443470178 -162.884572681199
"467" -78.3756443470178 -163.750598084983
"468" -78.8756443470178 -164.616623488768
"469" -79.3756443470178 -165.482648892552
"470" -79.8756443470178 -166.348674296337
"471" -80.3756443470178 -167.214699700121
"472" -80.8756443470178 -168.080725103906
"473" -81.3756443470178 -168.94675050769
"474" -81.8756443470178 -169.812775911474
"475" -82.3756443470178 -170.678801315259
"476" -82.8756443470178 -171.544826719043
"477" -83.3756443470178 -172.410852122828
"478" -83.8756443470178 -173.276877526612
"479" -84.3756443470178 -174.142902930397
"480" -84.8756443470178 -175.008928334181
"481" -85.3756443470178 -175.874953737966
"482" -85.8756443470178 -176.74097914175
"483" -86.3756443470178 -177.607004545534
"484" -86.8756443470178 -178.473029949319
"485" -87.3756443470178 -179.339055353103
"486" -87.8756443470178 -180.205080756888
"487" -19.5096189432334 -63.7916512459885
"488" -20.0096189432334 -64.657676649773
"489" -20.5096189432334 -65.5237020535574
"490" -21.0096189432334 -66.3897274573418
"491" -21.5096189432334 -67.2557528611263
"492" -22.0096189432334 -68.1217782649107
"493" -22.5096189432334 -68.9878036686952
"494" -23.0096189432334 -69.8538290724796
"495" -23.5096189432334 -70.719854476264
"496" -24.0096189432334 -71.5858798800485
"497" -24.5096189432334 -72.4519052838329
"498" -25.0096189432334 -73.3179306876173
"499" -25.5096189432334 -74.1839560914018
"500" -26.0096189432334 -75.0499814951862
"501" -26.5096189432334 -75.9160068989707
"502" -27.0096189432334 -76.7820323027551
"503" -27.5096189432334 -77.6480577065395
"504" -28.0096189432334 -78.514083110324
"505" -28.5096189432334 -79.3801085141084
"506" -29.0096189432334 -80.2461339178928
"507" -29.5096189432334 -81.1121593216773
"508" -30.0096189432334 -81.9781847254617
"509" -30.5096189432334 -82.8442101292462
"510" -31.0096189432334 -83.7102355330306
"511" -31.5096189432334 -84.576260936815
"512" -32.0096189432334 -85.4422863405995
"513" -32.5096189432334 -86.3083117443839
"514" -33.0096189432334 -87.1743371481684
"515" -33.5096189432334 -88.0403625519528
"516" -34.0096189432334 -88.9063879557372
"517" -34.5096189432334 -89.7724133595217
"518" -35.0096189432334 -90.6384387633061
"519" -35.5096189432334 -91.5044641670906
"520" -36.0096189432334 -92.370489570875
"521" -36.5096189432334 -93.2365149746594
"522" -37.0096189432334 -94.1025403784439
"523" -37.5096189432334 -94.9685657822283
"524" -38.0096189432334 -95.8345911860127
"525" -38.5096189432334 -96.7006165897972
"526" -72.5096189432334 -155.590344047139
"527" -73.0096189432334 -156.456369450923
"528" -73.5096189432334 -157.322394854708
"529" -74.0096189432334 -158.188420258492
"530" -74.5096189432334 -159.054445662277
"531" -75.0096189432334 -159.920471066061
"532" -75.5096189432334 -160.786496469846
"533" -76.0096189432334 -161.65252187363
"534" -76.5096189432334 -162.518547277415
"535" -77.0096189432334 -163.384572681199
"536" -77.5096189432334 -164.250598084983
"537" -78.0096189432334 -165.116623488768
"538" -78.5096189432334 -165.982648892552
"539" -79.0096189432334 -166.848674296337
"540" -79.5096189432334 -167.714699700121
"541" -80.0096189432334 -168.580725103906
"542" -80.5096189432334 -169.44675050769
"543" -81.0096189432334 -170.312775911474
"544" -81.5096189432334 -171.178801315259
"545" -82.0096189432334 -172.044826719043
"546" -82.5096189432334 -172.910852122828
"547" -83.0096189432334 -173.776877526612
"548" -83.5096189432334 -174.642902930397
"549" -84.0096189432334 -175.508928334181
"550" -84.5096189432334 -176.374953737966
"551" -85.0096189432334 -177.24097914175
"552" -85.5096189432334 -178.107004545534
"553" -86.0096189432334 -178.973029949319
"554" -86.5096189432334 -179.839055353103
"555" -87.0096189432334 -180.705080756888
"556" -18.643593539449 -64.2916512459885
"557" -19.143593539449 -65.157676649773
"558" -19.643593539449 -66.0237020535574
"559" -20.143593539449 -66.8897274573418
"560" -20.643593539449 -67.7557528611263
"561" -21.143593539449 -68.6217782649107
"562" -21.643593539449 -69.4878036686952
"563" -22.143593539449 -70.3538290724796
"564" -22.643593539449 -71.219854476264
"565" -23.143593539449 -72.0858798800485
"566" -23.643593539449 -72.9519052838329
"567" -24.143593539449 -73.8179306876173
"568" -24.643593539449 -74.6839560914018
"569" -25.143593539449 -75.5499814951862
"570" -25.643593539449 -76.4160068989707
"571" -26.143593539449 -77.2820323027551
"572" -26.643593539449 -78.1480577065395
"573" -27.143593539449 -79.014083110324
"574" -27.643593539449 -79.8801085141084
"575" -28.143593539449 -80.7461339178928
"576" -28.643593539449 -81.6121593216773
"577" -29.143593539449 -82.4781847254617
"578" -29.643593539449 -83.3442101292462
"579" -30.143593539449 -84.2102355330306
"580" -30.643593539449 -85.076260936815
"581" -31.143593539449 -85.9422863405995
"582" -31.643593539449 -86.8083117443839
"583" -32.143593539449 -87.6743371481684
"584" -32.643593539449 -88.5403625519528
"585" -33.143593539449 -89.4063879557372
"586" -33.643593539449 -90.2724133595217
"587" -34.143593539449 -91.1384387633061
"588" -34.643593539449 -92.0044641670906
"589" -35.143593539449 -92.870489570875
"590" -35.643593539449 -93.7365149746594
"591" -36.143593539449 -94.6025403784439
"592" -36.643593539449 -95.4685657822283
"593" -37.143593539449 -96.3345911860127
"594" -37.643593539449 -97.2006165897972
"595" -38.143593539449 -98.0666419935816
"596" -70.643593539449 -154.35829323957
"597" -71.143593539449 -155.224318643355
"598" -71.643593539449 -156.090344047139
"599" -72.143593539449 -156.956369450923
"600" -72.643593539449 -157.822394854708
"601" -73.143593539449 -158.688420258492
"602" -73.643593539449 -159.554445662277
"603" -74.143593539449 -160.420471066061
"604" -74.643593539449 -161.286496469846
"605" -75.143593539449 -162.15252187363
"606" -75.643593539449 -163.018547277415
"607" -76.143593539449 -163.884572681199
"608" -76.643593539449 -164.750598084983
"609" -77.143593539449 -165.616623488768
"610" -77.643593539449 -166.482648892552
"611" -78.143593539449 -167.348674296337
"612" -78.643593539449 -168.214699700121
"613" -79.143593539449 -169.080725103906
"614" -79.643593539449 -169.94675050769
"615" -80.143593539449 -170.812775911474
"616" -80.643593539449 -171.678801315259
"617" -81.143593539449 -172.544826719043
"618" -81.643593539449 -173.410852122828
"619" -82.143593539449 -174.276877526612
"620" -82.643593539449 -175.142902930397
"621" -83.143593539449 -176.008928334181
"622" -83.643593539449 -176.874953737966
"623" -84.143593539449 -177.74097914175
"624" -84.643593539449 -178.607004545534
"625" -85.143593539449 -179.473029949319
"626" -85.643593539449 -180.339055353103
"627" -86.143593539449 -181.205080756888
"628" -17.2775681356645 -63.9256258422041
"629" -17.7775681356645 -64.7916512459885
"630" -18.2775681356645 -65.657676649773
"631" -18.7775681356645 -66.5237020535574
"632" -19.2775681356645 -67.3897274573418
"633" -19.7775681356645 -68.2557528611263
"634" -20.2775681356645 -69.1217782649107
"635" -20.7775681356645 -69.9878036686952
"636" -21.2775681356645 -70.8538290724796
"637" -21.7775681356645 -71.719854476264
"638" -22.2775681356645 -72.5858798800485
"639" -22.7775681356645 -73.4519052838329
"640" -23.2775681356645 -74.3179306876173
"641" -23.7775681356645 -75.1839560914018
"642" -24.2775681356645 -76.0499814951862
"643" -24.7775681356645 -76.9160068989707
"644" -25.2775681356645 -77.7820323027551
"645" -25.7775681356645 -78.6480577065395
"646" -26.2775681356645 -79.514083110324
"647" -26.7775681356645 -80.3801085141084
"648" -27.2775681356645 -81.2461339178928
"649" -27.7775681356645 -82.1121593216773
"650" -28.2775681356645 -82.9781847254617
"651" -28.7775681356645 -83.8442101292462
"652" -29.2775681356645 -84.7102355330306
"653" -29.7775681356645 -85.576260936815
"654" -30.2775681356645 -86.4422863405995
"655" -30.7775681356645 -87.3083117443839
"656" -31.2775681356645 -88.1743371481684
"657" -31.7775681356645 -89.0403625519528
"658" -32.2775681356645 -89.9063879557372
"659" -32.7775681356645 -90.7724133595217
"660" -33.2775681356645 -91.6384387633061
"661" -33.7775681356645 -92.5044641670906
"662" -34.2775681356645 -93.370489570875
"663" -34.7775681356645 -94.2365149746594
"664" -35.2775681356645 -95.1025403784439
"665" -35.7775681356645 -95.9685657822283
"666" -36.2775681356645 -96.8345911860127
"667" -36.7775681356645 -97.7006165897972
"668" -37.2775681356645 -98.5666419935816
"669" -68.7775681356645 -153.126242432001
"670" -69.2775681356645 -153.992267835786
"671" -69.7775681356645 -154.85829323957
"672" -70.2775681356645 -155.724318643355
"673" -70.7775681356645 -156.590344047139
"674" -71.2775681356645 -157.456369450923
"675" -71.7775681356645 -158.322394854708
"676" -72.2775681356645 -159.188420258492
"677" -72.7775681356645 -160.054445662277
"678" -73.2775681356645 -160.920471066061
"679" -73.7775681356645 -161.786496469846
"680" -74.2775681356645 -162.65252187363
"681" -74.7775681356645 -163.518547277415
"682" -75.2775681356645 -164.384572681199
