"","x1","x2","x3","e","y"
"48",453,FALSE,1,-0.823099514366418,4
"49",452,FALSE,0,0.78972821070828,2
"50",451,FALSE,0,-1.01501330858715,2
"51",450,FALSE,0,-1.14026743130966,2
"52",449,FALSE,0,-0.771795200312143,2
"53",448,FALSE,1,0.338812917923633,4
"54",447,FALSE,3,-1.12546347511433,8
"55",446,FALSE,0,0.462753869559674,2
"56",445,FALSE,2,2.2476388907758,6
"57",444,FALSE,0,-1.94411839669254,2
"58",443,FALSE,2,-0.506359262396981,6
"59",442,FALSE,2,1.51515837095426,6
"60",441,FALSE,0,-0.560689722123347,2
"61",440,TRUE,0,-1.29219762817669,2.1
"62",439,FALSE,0,-0.873348268823178,2
"63",438,FALSE,3,-1.3553454525867,8
"64",437,FALSE,4,-1.33834698809167,10
"65",436,TRUE,0,1.80907599610152,2.1
"66",435,TRUE,10,-0.558691565559827,32.1
"67",434,FALSE,3,0.830427995001205,8
"68",433,TRUE,0,-1.08267399571573,2.1
"69",432,TRUE,0,-0.0471912536515942,2.1
"70",431,FALSE,1,-0.964285552314065,4
"71",430,FALSE,1,-0.406086374774678,4
"72",429,TRUE,1,-1.32806901652832,5.1
"73",428,TRUE,2,-0.320120078377196,8.1
"74",427,FALSE,0,-1.88697236594561,2
"75",426,TRUE,0,-1.54956634964448,2.1
"76",425,TRUE,1,-1.59865996438454,5.1
"77",424,FALSE,0,2.57551823005248,2
"78",423,FALSE,0,-0.303982049192903,2
"79",422,TRUE,0,0.457007028957982,2.1
"80",421,FALSE,0,1.14722418151774,2
"81",420,FALSE,2,0.854706449917951,6
"82",419,FALSE,0,0.332475175114407,2
"83",418,TRUE,0,0.987037432585381,2.1
"84",417,TRUE,7,-1.803055556172,23.1
"85",416,FALSE,0,-0.421345315170834,2
"86",415,FALSE,1,0.277350305729457,4
"87",414,FALSE,3,-0.58736559777863,8
"88",413,FALSE,0,-1.05943072793325,2
"89",412,FALSE,0,0.48322211594711,2
"90",411,TRUE,0,-0.745293849780504,2.1
"91",410,TRUE,0,-2.14363467705551,2.1
"92",409,FALSE,0,-0.630034852468643,2
"93",408,TRUE,0,0.329912046661174,2.1
"94",407,FALSE,0,-0.317198699404483,2
"95",406,FALSE,0,0.378878627787826,2
"96",405,TRUE,0,0.0359880094982854,2.1
"97",404,TRUE,7,0.374131855957812,23.1
"98",403,FALSE,1,0.485059038135776,4
"99",402,FALSE,1,-0.284554198866838,4
"100",401,FALSE,0,-1.99476639426564,2
"101",400,FALSE,0,0.502620747666799,2
"102",399,FALSE,0,-0.274459255379314,2
"103",398,FALSE,0,-1.00981245106908,2
"104",397,TRUE,1,1.31594288198853,5.1
"105",396,TRUE,0,-0.0764710891796273,2.1
"106",395,TRUE,0,0.153266643589585,2.1
"107",394,FALSE,1,-0.517816247016054,4
"108",393,TRUE,0,-0.60533181829808,2.1
"109",392,FALSE,1,0.356588453776984,4
"110",391,FALSE,0,2.07371073368121,2
"111",390,FALSE,0,-1.01581188525408,2
"112",389,FALSE,2,-0.490515271893501,6
"113",388,FALSE,2,-0.535233132155347,6
"114",387,FALSE,2,0.557101684165189,6
"115",386,FALSE,0,-0.916812660351808,2
"116",385,FALSE,0,0.385754900424818,2
"117",384,TRUE,0,2.55477764156781,2.1
"118",383,FALSE,0,0.453597520316202,2
"119",382,TRUE,1,1.05616818606096,5.1
"120",381,FALSE,1,-1.89447578312768,4
"121",380,FALSE,2,-0.401169428312318,6
"122",379,FALSE,0,-0.315943306380203,2
"123",378,FALSE,1,-0.122393195317159,4
"124",377,FALSE,0,-0.107803585506377,2
"125",376,FALSE,0,0.440995327128841,2
"126",375,TRUE,1,-0.296399746763582,5.1
"127",374,FALSE,0,-0.0334616346047625,2
"128",373,FALSE,0,0.0825976695126756,2
"129",372,FALSE,0,0.846420421827871,2
"130",371,FALSE,0,-0.912334639014534,2
"131",370,FALSE,1,-0.496290789497171,4
"132",369,FALSE,0,0.856651561413194,2
"133",368,FALSE,1,0.0209998457119057,4
"134",367,FALSE,1,1.41198637748422,4
"135",366,FALSE,1,1.36588657411227,4
"136",365,FALSE,0,-0.814430506995633,2
"137",364,FALSE,0,-0.480952140531745,2
"138",363,TRUE,0,0.784707559945647,2.1
"139",362,TRUE,0,-0.0776218766468253,2.1
"140",361,TRUE,0,0.255582819282845,2.1
"141",360,TRUE,2,-1.11392732720434,8.1
"142",359,FALSE,1,0.281204062001971,4
"143",358,FALSE,1,0.422941874361667,4
"144",357,FALSE,3,0.217165092687986,8
"145",356,FALSE,1,-0.620643295052827,4
"146",355,TRUE,1,-0.331287757332023,5.1
"147",354,FALSE,0,-0.747448484478427,2
"148",353,FALSE,1,-0.672910474666558,4
"149",352,FALSE,0,0.868339840573068,2
"150",351,FALSE,0,-0.383680792875491,2
"151",350,FALSE,0,1.29712904095802,2
"152",349,FALSE,2,0.342209015463225,6
"153",348,FALSE,0,0.13039067135904,2
"154",347,FALSE,4,0.427125112596139,10
"155",346,FALSE,2,-0.970591131182103,6
"156",345,TRUE,0,1.02375764192497,2.1
"157",344,FALSE,4,-1.9003663615859,10
"158",343,TRUE,0,0.849076123037744,2.1
"159",342,FALSE,0,-0.62243093302866,2
"160",341,FALSE,0,-0.239718198012077,2
"161",340,TRUE,6,0.133107483548645,20.1
"162",339,FALSE,2,1.54851607193789,6
"163",338,FALSE,0,-0.230495040570005,2
"164",337,FALSE,0,0.00643164710194111,2
"165",336,FALSE,2,1.07710564815365,6
"166",335,FALSE,0,0.75150620855534,2
"167",334,TRUE,1,0.66434579331837,5.1
"168",333,FALSE,0,-0.443541188819195,2
"169",332,TRUE,0,2.38781923557168,2.1
"170",331,FALSE,0,1.22099214718194,2
"171",330,FALSE,0,-1.69015873041864,2
"172",329,TRUE,1,0.378645569141963,5.1
"173",328,FALSE,1,0.136953813202249,4
"174",327,FALSE,0,-0.243579270420254,2
"175",326,TRUE,0,-1.42771846179354,2.1
"176",325,TRUE,1,0.218444124863385,5.1
"177",324,TRUE,1,-1.5239328996587,5.1
"178",323,FALSE,2,0.941262119213959,6
"179",322,FALSE,0,1.02494156348136,2
"180",321,TRUE,1,0.0162676418494578,5.1
"181",320,TRUE,1,-0.0708670755296214,5.1
"182",319,FALSE,0,0.388643331460502,2
"183",318,FALSE,1,0.49726380604364,4
"184",317,FALSE,0,-0.847972531781519,2
"185",316,TRUE,3,-0.2981646558652,11.1
"186",315,TRUE,0,0.0236032317473238,2.1
"187",314,FALSE,0,-0.927637330939975,2
"188",313,FALSE,0,-0.443485767113644,2
"189",312,TRUE,1,0.995259989992386,5.1
"190",311,TRUE,1,0.889675957300268,5.1
"191",310,TRUE,1,1.3272112154643,5.1
"192",309,FALSE,1,0.776736678818349,4
"193",308,TRUE,0,0.511170757580633,2.1
"194",307,TRUE,1,0.658046998529624,5.1
"195",306,TRUE,2,-1.19833327638013,8.1
"196",305,FALSE,0,0.655626406562458,2
"197",304,FALSE,0,1.28316527785729,2
"198",303,FALSE,1,0.0103960265297615,4
"199",302,FALSE,2,-0.0430403419235223,6
"200",301,FALSE,2,1.12175458664451,6
"201",300,FALSE,10,-0.546534287903524,22
"202",299,FALSE,0,-0.531253863200532,2
"203",298,FALSE,3,2.05931002177789,8
"204",297,FALSE,0,0.4002179999486,2
"205",296,TRUE,0,1.02587517941425,2.1
"206",295,FALSE,0,-0.358253060697905,2
"207",294,FALSE,1,-1.47476623962112,4
"208",293,FALSE,1,0.419421955060548,4
"209",292,FALSE,1,-1.25271485950804,4
"210",291,FALSE,1,-1.0105016059641,4
"211",290,FALSE,1,1.06922010045072,4
"212",289,TRUE,0,-1.63769546790771,2.1
"213",288,FALSE,1,1.06677002826743,4
"214",287,FALSE,1,1.06116352511922,4
"215",286,TRUE,5,1.46418276040211,17.1
"216",285,FALSE,0,-0.512856455893604,2
"217",284,TRUE,0,0.976211741295899,2.1
"218",283,FALSE,0,-0.759824920407088,2
"219",282,TRUE,1,0.42562810654694,5.1
"220",281,TRUE,1,0.802125789656706,5.1
"221",280,FALSE,0,2.70925847809054,2
"222",279,TRUE,4,-0.54630139579156,14.1
"223",278,TRUE,0,-0.752413296409404,2.1
"224",277,FALSE,2,0.759235226829718,6
"225",276,FALSE,1,0.324373536727351,4
"226",275,FALSE,0,-1.51550877234632,2
"227",274,FALSE,0,0.134127640712584,2
"228",273,FALSE,0,0.900820148244083,2
"229",272,FALSE,1,0.240512422928027,4
"230",271,TRUE,2,0.761113413273644,8.1
"231",270,FALSE,1,-0.894980088170048,4
"232",269,FALSE,0,-0.440705395973986,2
"233",268,FALSE,0,0.423641592015702,2
"234",267,TRUE,5,1.15780253265852,17.1
"235",266,FALSE,0,-0.476459744945108,2
"236",265,FALSE,0,1.69347193571815,2
"237",264,FALSE,2,0.218105882222596,6
"238",263,TRUE,0,2.48763297857432,2.1
"239",262,FALSE,0,-1.39758775419389,2
"240",261,FALSE,1,-0.0243102956414016,4
"241",260,FALSE,0,0.0242653231485949,2
"242",259,FALSE,1,1.96039557373695,4
"243",258,FALSE,2,-1.37442843798426,6
"244",257,FALSE,0,1.22074138606865,2
"245",256,FALSE,6,0.470291558288313,14
"246",255,FALSE,0,0.605119207694352,2
"247",254,FALSE,0,1.46265893216174,2
"248",253,FALSE,2,1.83105829587142,6
"249",252,FALSE,4,0.0596988121890882,10
"250",251,FALSE,0,-0.199639132663839,2
"251",250,FALSE,0,1.30506621096896,2
"252",249,FALSE,1,-1.36125726374331,4
"253",248,FALSE,4,-1.25861014481058,10
"254",247,FALSE,0,1.77525869954013,2
"255",246,FALSE,0,-0.615586359520696,2
"256",245,FALSE,0,-1.01637408122133,2
"257",244,FALSE,2,-0.691897426710276,6
"258",243,TRUE,1,0.650582434995958,5.1
"259",242,TRUE,0,-0.844450350359815,2.1
"260",241,TRUE,1,-0.750848293657118,5.1
"261",240,FALSE,1,-0.0802833792392549,4
"262",239,TRUE,1,-0.93871248710121,5.1
"263",238,TRUE,0,0.115505274192645,2.1
"264",237,FALSE,2,0.345031220926336,6
"265",236,FALSE,0,0.917851600230494,2
"266",235,FALSE,1,-0.20914416236292,4
"267",234,FALSE,0,0.44694564568747,2
"268",233,FALSE,1,0.132075292875402,4
"269",232,FALSE,0,-0.480096012108627,2
"270",231,TRUE,1,-2.59611155393283,5.1
"271",230,TRUE,1,-1.30520901175282,5.1
"272",229,TRUE,0,-0.496686619369113,2.1
"273",228,FALSE,1,0.364357751090751,4
"274",227,FALSE,0,0.658602882962474,2
"275",226,TRUE,2,1.24082502609255,8.1
"276",225,TRUE,0,0.316507986763019,2.1
"277",224,TRUE,0,0.345782405446603,2.1
"278",223,FALSE,0,-0.461487685372506,2
"279",222,FALSE,0,0.712228617584413,2
"280",221,FALSE,1,-0.897604337309879,4
"281",220,FALSE,1,0.489530638369342,4
"282",219,FALSE,0,-0.869703429304163,2
"283",218,TRUE,2,-0.671634848000357,8.1
"284",217,FALSE,1,-1.33169132587769,4
"285",216,TRUE,0,-1.44560286086505,2.1
"286",215,FALSE,2,1.19051170377676,6
"287",214,FALSE,1,0.418444773042278,4
"288",213,FALSE,0,-1.38542379786195,2
"289",212,FALSE,1,0.231971798949674,4
"290",211,FALSE,2,0.560898169467562,6
"291",210,FALSE,1,-2.59936208309276,4
"292",209,FALSE,0,0.165711751855371,2
"293",208,FALSE,1,0.176573837009962,4
"294",207,FALSE,0,0.449783171820752,2
"295",206,TRUE,0,1.15419697821923,2.1
"296",205,FALSE,2,1.71325208093526,6
"297",204,TRUE,1,0.90670960465678,5.1
"298",203,FALSE,0,-0.637966943985601,2
"299",202,TRUE,0,-0.936108824612335,2.1
"300",201,FALSE,1,-0.672604431928508,4
"301",200,FALSE,0,-1.16629747846732,2
"302",199,FALSE,2,-0.292799252901685,6
"303",198,FALSE,2,0.517659072899445,6
"304",197,TRUE,2,0.247992009431629,8.1
"305",196,TRUE,0,-0.0252431384822702,2.1
"306",195,FALSE,1,1.29091042629889,4
"307",194,FALSE,0,-0.162406560230174,2
"308",193,FALSE,2,-0.105527550095927,6
"309",192,TRUE,0,-0.432964909257768,2.1
"310",191,FALSE,4,-0.55726677888121,10
"311",190,FALSE,9,-0.905181118558047,20
"312",189,FALSE,0,0.309896749555144,2
"313",188,TRUE,0,2.25112584603007,2.1
"314",187,TRUE,0,-0.389118447380528,2.1
"315",186,TRUE,1,-0.0447201212576796,5.1
"316",185,FALSE,1,0.438926142667139,4
"317",184,TRUE,2,-0.368690376968445,8.1
"318",183,TRUE,4,-1.30689130545269,14.1
"319",182,TRUE,2,0.727046958243563,8.1
"320",181,FALSE,1,0.321275627156651,4
"321",180,FALSE,1,0.173231652506589,4
"322",179,TRUE,1,1.9949037208429,5.1
"323",178,FALSE,3,0.0894642848953335,8
"324",177,FALSE,0,-0.576907287058266,2
"325",176,FALSE,3,0.221739231336916,8
"326",175,FALSE,1,-0.412405883673025,4
"327",174,FALSE,2,-0.231164460713706,6
"328",173,TRUE,0,-0.833321690045484,2.1
"329",172,TRUE,1,0.164897766512832,5.1
"330",171,FALSE,0,-0.717631326057984,2
"331",170,FALSE,0,-1.07498521658442,2
"332",169,FALSE,0,0.652575441919972,2
"333",168,TRUE,2,0.507381103063292,8.1
"334",167,FALSE,1,-1.05872552325965,4
"335",166,FALSE,2,-0.534627768940701,6
"336",165,FALSE,6,2.06295497654718,14
"337",164,FALSE,0,-0.475718997473251,2
"338",163,FALSE,0,-1.97936486079371,2
"339",162,FALSE,0,1.06650615581657,2
"340",161,TRUE,3,0.310666208731037,11.1
"341",160,FALSE,1,-0.606173345820814,4
"342",159,FALSE,1,-0.52440196237002,4
"343",158,TRUE,1,-0.545107297433337,5.1
"344",157,FALSE,1,0.557887901011086,4
"345",156,FALSE,1,1.74864118459482,4
"346",155,FALSE,0,-0.421287523592044,2
"347",154,FALSE,1,-0.93646923003563,4
"348",153,FALSE,0,0.913791648812792,2
"349",152,TRUE,0,-0.19948965210014,2.1
"350",151,TRUE,0,-0.733354987480276,2.1
"351",150,FALSE,2,0.780034165679934,6
"352",149,FALSE,1,1.79150579958774,4
"353",148,TRUE,1,1.82782707803572,5.1
"354",147,FALSE,0,-0.196583265094874,2
"355",146,TRUE,0,-1.66492546370424,2.1
"356",145,TRUE,0,-0.615780863226772,2.1
"357",144,FALSE,0,-0.128442362807166,2
"358",143,TRUE,0,-1.29395389297344,2.1
"359",142,FALSE,0,-0.287669930538523,2
"360",141,TRUE,1,0.0350964381564466,5.1
"361",140,FALSE,0,0.102379956130125,2
"362",139,FALSE,2,2.22816427493995,6
"363",138,FALSE,0,-2.00191915179825,2
"364",137,TRUE,1,0.961654092901631,5.1
"365",136,FALSE,1,0.612319688290044,4
"366",135,FALSE,1,-0.55735577733285,4
"367",134,FALSE,0,-1.52756043352089,2
"368",133,TRUE,0,-1.32736444356852,2.1
"369",132,TRUE,0,0.123180118524888,2.1
"370",131,FALSE,0,-0.678205783655892,2
"371",130,TRUE,2,0.120976704991057,8.1
"372",129,FALSE,0,0.491954495878661,2
"373",128,FALSE,1,0.39047995378241,4
"374",127,TRUE,0,0.538654198901282,2.1
"375",126,FALSE,0,0.586770482191027,2
"376",125,FALSE,1,1.99593111933482,4
"377",124,FALSE,2,0.583496851809005,6
"378",123,FALSE,2,0.0976871773905199,6
"379",122,FALSE,1,1.3405780374234,4
"380",121,FALSE,1,0.124396836269402,4
"381",120,FALSE,0,-0.159590769674871,2
"382",119,FALSE,0,0.109411275485617,2
"383",118,FALSE,0,0.877165511537815,2
"384",117,TRUE,0,-0.494806758914164,2.1
"385",116,TRUE,1,-0.721298380164718,5.1
"386",115,FALSE,4,-0.0987068713325369,10
"387",114,TRUE,0,0.837693382534625,2.1
"388",113,FALSE,1,-0.987961007951335,4
"389",112,FALSE,1,0.840766957455697,4
"390",111,FALSE,1,0.128554773869002,4
"391",110,FALSE,1,1.28371131179386,4
"392",109,TRUE,1,-0.451768086024668,5.1
"393",108,FALSE,3,-1.64368107572585,8
"394",107,FALSE,1,-1.94838337906617,4
"395",106,FALSE,2,0.450792654149579,6
"396",105,TRUE,1,0.922971759179059,5.1
"397",104,TRUE,2,0.421942424214545,8.1
"398",103,TRUE,0,2.05330537245472,2.1
"399",102,FALSE,0,-0.0531586972907905,2
"400",101,TRUE,0,0.176623206541247,2.1
"401",100,FALSE,6,-1.84733373793211,14
"402",99,FALSE,2,-1.04699179435133,6
"403",98,FALSE,0,-1.08291684784327,2
"404",97,FALSE,5,1.28081305025967,12
"405",96,TRUE,0,0.197568239831474,2.1
"406",95,FALSE,3,1.17079819338676,8
"407",94,FALSE,0,-0.350005118827799,2
"408",93,TRUE,0,1.84722005503141,2.1
"409",92,FALSE,0,0.0169323235827854,2
"410",91,FALSE,0,1.50118334408451,2
"411",90,FALSE,2,-0.426242196170017,6
"412",89,TRUE,2,0.00402005460764827,8.1
"413",88,FALSE,0,0.117783850725344,2
"414",87,FALSE,0,-0.731247317301561,2
"415",86,FALSE,1,-2.93181143124604,4
"416",85,TRUE,2,1.24936574379803,8.1
"417",84,TRUE,0,-1.25635001884475,2.1
"418",83,FALSE,1,-0.230849182212117,4
"419",82,TRUE,0,1.14464536140552,2.1
"420",81,FALSE,2,0.552146532049882,6
"421",80,FALSE,9,1.07573318741421,20
"422",79,FALSE,1,0.781878033021522,4
"423",78,FALSE,0,-1.57440634343926,2
"424",77,FALSE,0,0.709668422076644,2
"425",76,FALSE,2,1.47371776907425,6
"426",75,FALSE,0,-1.61048510455604,2
"427",74,FALSE,3,1.57075383901022,8
"428",73,FALSE,1,-0.678299424666999,4
"429",72,FALSE,3,-0.453638483084193,8
"430",71,FALSE,0,-1.22509718736556,2
"431",70,FALSE,1,0.522495235043334,4
"432",69,FALSE,0,-0.62650256850037,2
"433",68,FALSE,2,-0.552888697637543,6
"434",67,TRUE,0,0.886095958438867,2.1
"435",66,FALSE,1,-1.1821722148928,4
"436",65,FALSE,0,-0.501616004741675,2
"437",64,FALSE,0,-0.0813257342434055,2
"438",63,FALSE,0,0.621869373290619,2
"439",62,FALSE,0,0.0316385992996934,2
"440",61,TRUE,0,1.36166375470158,2.1
"441",60,FALSE,1,-0.844479694271477,4
"442",59,FALSE,0,-0.0908571776680336,2
"443",58,FALSE,2,0.586885006375785,6
"444",57,FALSE,0,-0.347831221689059,2
"445",56,FALSE,0,-0.0054356097441239,2
"446",55,TRUE,2,1.03860740940776,8.1
"447",54,FALSE,0,0.31840976170265,2
"448",53,TRUE,1,-0.157163188804988,5.1
"449",52,FALSE,0,-0.351745364905115,2
"450",51,FALSE,2,0.812321930224781,6
"451",50,TRUE,0,-0.231007444020946,2.1
"452",49,FALSE,6,2.11932596516966,14
"453",48,TRUE,1,-0.710922187742361,5.1
"454",47,FALSE,0,0.178446770383211,2
"455",46,FALSE,0,1.55826524271029,2
"456",45,TRUE,2,-2.09223223970306,8.1
"457",44,FALSE,2,-0.745421304024377,6
"458",43,FALSE,0,-1.15345528362668,2
"459",42,FALSE,0,0.192393621109873,2
"460",41,FALSE,1,0.145430264908598,4
"461",40,FALSE,3,0.533597762295953,8
"462",39,FALSE,0,2.58101833157277,2
"463",38,TRUE,0,-0.796780334615695,2.1
"464",37,FALSE,0,-0.00526398919479478,2
"465",36,FALSE,1,-1.84171255831479,4
"466",35,FALSE,0,-0.200536622499198,2
"467",34,FALSE,3,-1.75529196542925,8
"468",33,FALSE,0,-0.358398102425155,2
"469",32,FALSE,2,-0.151419790362294,6
"470",31,FALSE,0,-0.2268918399791,2
"471",30,FALSE,1,-0.40959322386774,4
"472",29,FALSE,0,-0.349491230977779,2
"473",28,FALSE,0,-0.911738390728042,2
"474",27,TRUE,2,0.32224661131928,8.1
"475",26,TRUE,0,-1.67512557685712,2.1
"476",25,FALSE,1,0.428948011435274,4
"477",24,TRUE,0,-0.0167250470250174,2.1
"478",23,FALSE,4,0.801581126905203,10
"479",22,TRUE,0,1.64992992875761,2.1
"480",21,FALSE,1,-1.13232866949675,4
"481",20,TRUE,0,1.74869027316061,2.1
"482",19,TRUE,0,-0.546462858640673,2.1
"483",18,TRUE,1,0.174092339263908,5.1
"484",17,FALSE,2,0.139458785577781,6
"485",16,FALSE,1,1.86086751380869,4
"486",15,TRUE,1,-0.0615680576615314,5.1
"487",14,TRUE,0,-0.120116947966589,2.1
"488",13,TRUE,2,0.743113174107242,8.1
"489",12,TRUE,1,0.958334879582966,5.1
"490",11,TRUE,1,1.23676836387539,5.1
"491",10,FALSE,1,0.508848391787742,4
"492",9,TRUE,0,0.189232623287557,2.1
"493",8,FALSE,0,0.310167256690382,2
"494",7,FALSE,1,0.529208096589216,4
"495",6,TRUE,0,-0.848226895112104,2.1
"496",5,FALSE,6,1.04187465958216,14
"497",4,FALSE,2,-0.97869709753559,6
"498",3,FALSE,4,0.696720363393737,10
"499",2,FALSE,0,0.256659336613293,2
"500",1,FALSE,0,-0.0614049619115899,2
"501",1,FALSE,0,1.53707665510496,2
"502",2,FALSE,2,-0.276370339534162,6
"503",3,FALSE,0,1.75317827690665,2
"504",4,FALSE,0,0.803600509204319,2
"505",5,TRUE,1,0.380406160454409,5.1
"506",6,FALSE,0,-0.301499006337654,2
"507",7,FALSE,0,-1.74351075239035,2
"508",8,TRUE,4,1.69207987987911,14.1
"509",9,FALSE,2,-0.300595624443264,6
"510",10,FALSE,0,-0.391629701511767,2
"511",11,TRUE,0,-0.683494735857186,2.1
"512",12,FALSE,0,-1.57437852762166,2
"513",13,FALSE,0,0.757141113902238,2
"514",14,FALSE,2,0.0847941920330453,6
"515",15,TRUE,2,0.528382599580727,8.1
"516",16,TRUE,7,0.127801813846078,23.1
"517",17,FALSE,1,0.180143680886898,4
"518",18,FALSE,0,-1.14950727980711,2
"519",19,TRUE,4,-0.601045871213677,14.1
"520",20,FALSE,1,-0.983066977387405,4
"521",21,TRUE,3,-0.98452147042673,11.1
"522",22,FALSE,0,-0.18259199438489,2
"523",23,FALSE,0,0.455775247133353,2
"524",24,FALSE,0,-0.486355022034986,2
"525",25,FALSE,0,-1.52993824807264,2
"526",26,TRUE,0,0.258389197183019,2.1
"527",27,FALSE,1,0.162678303829584,4
"528",28,TRUE,0,0.329358072698704,2.1
"529",29,FALSE,2,0.164792871890492,6
"530",30,FALSE,1,-0.411113861948689,4
"531",31,TRUE,7,2.09965784538549,23.1
"532",32,FALSE,3,-0.182342490182772,8
"533",33,TRUE,4,-0.598719086384628,14.1
"534",34,TRUE,4,1.0532408254836,14.1
"535",35,FALSE,0,0.381076392527391,2
"536",36,TRUE,1,0.587255165860139,5.1
"537",37,FALSE,0,-1.22963641080553,2
"538",38,FALSE,1,1.33075007678459,4
"539",39,FALSE,1,0.37913024787362,4
"540",40,FALSE,0,-2.02444939098603,2
"541",41,FALSE,2,0.215229541901412,6
"542",42,TRUE,2,-2.35089307241231,8.1
"543",43,FALSE,0,-0.642689796893086,2
"544",44,FALSE,0,-1.05414518349954,2
"545",45,TRUE,1,0.375012560501524,5.1
"546",46,TRUE,5,0.976760679531775,17.1
"547",47,FALSE,1,-0.137256421046876,4
"548",48,FALSE,0,0.781791726131825,2
"549",49,FALSE,0,-0.112621927188538,2
"550",50,FALSE,3,-0.939468434120125,8
"551",51,TRUE,1,-1.74267055784395,5.1
"552",52,FALSE,0,2.12501236507853,2
"553",53,TRUE,1,-0.944682955108606,5.1
"554",54,FALSE,2,0.0466437888877992,6
"555",55,FALSE,0,1.48410751946938,2
"556",56,FALSE,4,-0.41938829485452,10
"557",57,TRUE,0,1.89251503791995,2.1
"558",58,FALSE,2,-0.593084507705567,6
"559",59,TRUE,0,2.11357001273357,2.1
"560",60,FALSE,1,1.72721112603756,4
"561",61,FALSE,0,0.537407873204357,2
"562",62,TRUE,0,-0.635658621091038,2.1
"563",63,FALSE,0,-0.251860591867552,2
"564",64,TRUE,0,0.506088192078198,2.1
"565",65,FALSE,3,-1.67137949858619,8
"566",66,FALSE,0,-0.454286904521653,2
"567",67,FALSE,0,1.00629870053501,2
"568",68,TRUE,3,1.17319121560102,11.1
"569",69,TRUE,0,0.598759620355386,2.1
"570",70,FALSE,3,1.23353250426789,8
"571",71,FALSE,0,0.303692263236501,2
"572",72,FALSE,0,-1.44684424550613,2
"573",73,FALSE,1,-0.203004504214313,4
"574",74,FALSE,0,-0.345895932757181,2
"575",75,TRUE,4,1.19235712510183,14.1
"576",76,FALSE,2,0.0413418639939663,6
"577",77,TRUE,0,-1.41285892949297,2.1
"578",78,FALSE,2,-0.0146202352778191,6
"579",79,FALSE,3,-0.682509606553908,8
"580",80,FALSE,1,0.365890186862892,4
"581",81,FALSE,1,1.09824421736336,4
"582",82,FALSE,1,1.76088078160948,4
"583",83,TRUE,0,-0.511757902388731,2.1
"584",84,FALSE,0,0.266558107500231,2
"585",85,TRUE,3,0.573350947989771,11.1
"586",86,FALSE,0,-0.447912104866346,2
"587",87,FALSE,1,-0.207238186557024,4
"588",88,FALSE,1,1.37639367287898,4
"589",89,FALSE,0,1.03764559607789,2
"590",90,FALSE,0,-0.952290194026489,2
"591",91,FALSE,2,-0.577114906292943,6
"592",92,FALSE,0,-0.414855244860968,2
"593",93,FALSE,0,-1.68724404922492,2
"594",94,FALSE,0,0.38791811471359,2
"595",95,TRUE,0,-0.399233374284505,2.1
"596",96,FALSE,5,0.217435394986921,12
"597",97,FALSE,3,-0.744854118903789,8
"598",98,FALSE,0,0.670816545185491,2
"599",99,FALSE,1,-0.232033300166762,4
"600",100,FALSE,0,0.737858650092575,2
"601",101,FALSE,3,0.28657186581209,8
"602",102,FALSE,3,0.0544883769791947,8
